id,channel,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,p_treat,p_ctrl,uplift,rank,recommended
Next_4519,Google,0,0.0,0,1,0,0.0215,0.021,0.0005,4736,0
Next_5258,Facebook,3,73.49,6,2,0,0.0281,0.0276,0.0005,4737,0
Next_353,Google,2,53.49,3,12,0,0.0319,0.0314,0.0005,4738,0
Next_1506,Google,1,130.98,3,18,0,0.0302,0.0297,0.0005,4739,0
Next_3941,Google,3,60.99,3,19,0,0.0523,0.0519,0.0004,4740,0
Next_4686,Facebook,5,61.99,6,12,0,0.0658,0.0654,0.0004,4741,0
Next_3602,Google,1,125.98,7,7,0,0.0105,0.01,0.0004,4742,0
Next_1469,Instagram,7,60.49,6,14,0,0.172,0.1716,0.0004,4743,0
Next_2665,Instagram,4,79.99,0,17,0,0.2258,0.2254,0.0004,4744,0
Next_1150,Google,2,68.99,6,6,0,0.0156,0.0152,0.0004,4745,0
Next_3205,Google,1,121.98,5,11,0,0.0169,0.0165,0.0004,4746,0
Next_1719,Facebook,2,56.99,0,11,0,0.079,0.0786,0.0004,4747,0
Next_4513,Google,2,120.98,7,11,0,0.0157,0.0153,0.0004,4748,0
Next_5420,Google,1,107.98,7,4,0,0.0094,0.009,0.0004,4749,0
Next_1294,Google,1,57.99,4,4,0,0.0157,0.0153,0.0004,4750,0
Next_4215,Google,3,48.99,4,14,0,0.0374,0.0371,0.0004,4751,0
Next_1092,Google,1,136.98,5,13,0,0.0181,0.0178,0.0004,4752,0
Next_401,Google,2,68.49,0,23,0,0.0755,0.0752,0.0003,4753,0
Next_2075,Google,2,87.99,4,14,0,0.0289,0.0285,0.0003,4754,0
Next_4497,Facebook,4,133.98,5,20,0,0.0783,0.078,0.0003,4755,0
Next_5622,Google,1,70.99,5,3,0,0.0128,0.0125,0.0003,4756,0
Next_4664,Google,1,111.98,5,9,0,0.0158,0.0155,0.0003,4757,0
Next_4043,Facebook,1,219.96,5,15,0,0.0308,0.0305,0.0003,4758,0
Next_4801,Facebook,1,103.98,3,3,0,0.0286,0.0283,0.0003,4759,0
Next_1116,Facebook,9,62.99,2,13,1,0.6629,0.6626,0.0003,4760,0
Next_5234,Instagram,3,89.98,1,9,0,0.1238,0.1235,0.0003,4761,0
Next_5950,Facebook,5,153.98,1,5,1,0.3754,0.3752,0.0003,4762,0
Next_1827,Facebook,1,78.49,0,8,0,0.0557,0.0554,0.0003,4763,0
Next_1363,Facebook,1,155.98,2,14,0,0.049,0.0488,0.0003,4764,0
Next_3563,Google,1,59.49,5,1,0,0.0119,0.0117,0.0003,4765,0
Next_5176,Facebook,6,55.49,6,17,0,0.099,0.0988,0.0003,4766,0
Next_3347,Google,4,54.49,2,27,0,0.1023,0.102,0.0003,4767,0
Next_2284,Google,4,55.99,4,21,0,0.0612,0.0609,0.0003,4768,0
Next_2619,Google,1,60.99,5,1,0,0.0119,0.0117,0.0002,4769,0
Next_3612,Google,2,83.99,4,13,0,0.0279,0.0277,0.0002,4770,0
Next_1069,Google,1,32.99,1,8,0,0.03,0.0297,0.0002,4771,0
Next_4891,Facebook,4,64.99,5,9,0,0.0544,0.0542,0.0002,4772,0
Next_1387,Google,2,193.47,7,21,0,0.0221,0.0219,0.0002,4773,0
Next_3303,Google,1,58.99,3,6,0,0.0199,0.0197,0.0002,4774,0
Next_1963,Google,2,51.99,5,5,0,0.0179,0.0177,0.0002,4775,0
Next_1806,Google,2,76.49,7,3,0,0.0118,0.0116,0.0002,4776,0
Next_4409,Google,3,58.99,5,12,0,0.0296,0.0294,0.0002,4777,0
Next_1970,Google,1,53.99,2,8,0,0.0253,0.0252,0.0002,4778,0
Next_4355,Facebook,1,194.97,1,23,0,0.0777,0.0776,0.0001,4779,0
Next_5492,Google,1,67.99,5,1,0,0.0119,0.0118,0.0001,4780,0
Next_484,Google,2,125.98,6,13,0,0.0199,0.0198,0.0001,4781,0
Next_901,Google,2,54.99,4,8,0,0.0235,0.0234,0.0001,4782,0
Next_5355,Facebook,2,61.49,2,5,0,0.0468,0.0467,0.0001,4783,0
Next_1371,Facebook,6,42.99,5,18,0,0.1193,0.1192,0.0001,4784,0
Next_967,Google,2,61.99,5,6,0,0.0185,0.0184,0.0001,4785,0
Next_1256,Google,2,67.99,4,10,0,0.0251,0.025,0.0001,4786,0
Next_2617,Instagram,5,51.99,4,6,0,0.1145,0.1144,0.0001,4787,0
Next_4107,Google,1,62.99,3,6,0,0.0199,0.0199,0.0001,4788,0
Next_2233,Google,2,79.49,2,18,0,0.0462,0.0461,0.0001,4789,0
Next_5990,Google,2,56.49,4,8,0,0.0235,0.0234,0.0001,4790,0
Next_5321,Instagram,1,176.97,0,13,0,0.1015,0.1015,0.0,4791,0
Next_5050,Google,2,64.99,0,22,0,0.0731,0.073,0.0,4792,0
Next_1301,Google,1,69.99,2,10,0,0.0271,0.0271,0.0,4793,0
Next_5732,Google,1,57.49,2,8,0,0.0253,0.0253,0.0,4794,0
Next_3219,Google,1,202.47,7,15,0,0.0138,0.0138,0.0,4795,0
Next_5966,Instagram,8,127.98,0,13,1,0.7734,0.7734,0.0,4796,0
Next_1211,Instagram,5,66.49,5,5,0,0.095,0.095,-0.0,4797,0
Next_3426,Google,1,49.49,0,13,0,0.042,0.042,-0.0,4798,0
Next_903,Google,4,56.99,7,11,0,0.0265,0.0265,-0.0,4799,0
Next_168,Google,1,72.99,3,7,0,0.0206,0.0207,-0.0,4800,0
Next_4487,Facebook,2,206.97,6,15,0,0.0338,0.0338,-0.0,4801,0
Next_3008,Google,2,62.49,2,15,0,0.0417,0.0417,-0.0001,4802,0
Next_3580,Google,3,54.99,7,4,0,0.016,0.016,-0.0001,4803,0
Next_1196,Google,1,118.98,4,11,0,0.02,0.0201,-0.0001,4804,0
Next_5307,Google,2,121.98,4,18,0,0.0331,0.0331,-0.0001,4805,0
Next_4839,Google,1,82.99,1,15,0,0.038,0.0381,-0.0001,4806,0
Next_3805,Instagram,4,130.98,4,12,0,0.1089,0.1089,-0.0001,4807,0
Next_4329,Google,2,67.49,1,19,0,0.0562,0.0563,-0.0001,4808,0
Next_3594,Google,2,72.99,4,10,0,0.0251,0.0252,-0.0001,4809,0
Next_1897,Google,1,147.98,5,12,0,0.0175,0.0176,-0.0001,4810,0
Next_2466,Google,5,66.49,6,22,0,0.0587,0.0589,-0.0001,4811,0
Next_4532,Google,1,77.99,1,14,0,0.0368,0.0369,-0.0001,4812,0
Next_5363,Google,2,185.97,7,18,0,0.0199,0.0201,-0.0002,4813,0
Next_4685,Google,4,41.99,4,18,0,0.0553,0.0555,-0.0002,4814,0
Next_3381,Google,1,73.99,4,3,0,0.0151,0.0153,-0.0002,4815,0
Next_4542,Facebook,3,46.99,4,2,0,0.0392,0.0394,-0.0002,4816,0
Next_496,Google,3,176.97,0,9,1,0.2305,0.2306,-0.0002,4817,0
Next_550,Google,1,68.49,4,2,0,0.0146,0.0148,-0.0002,4818,0
Next_1803,Instagram,2,253.96,6,12,0,0.048,0.0482,-0.0002,4819,0
Next_3958,Google,1,41.99,3,1,0,0.0167,0.0169,-0.0002,4820,0
Next_725,Facebook,1,154.47,1,16,0,0.0617,0.0619,-0.0002,4821,0
Next_5889,Google,1,75.99,4,3,0,0.0151,0.0153,-0.0002,4822,0
Next_3324,Facebook,1,121.98,3,4,0,0.0295,0.0297,-0.0002,4823,0
Next_2969,Google,1,42.99,1,8,0,0.0299,0.0302,-0.0002,4824,0
Next_5374,Google,3,58.99,6,7,0,0.021,0.0212,-0.0002,4825,0
Next_3338,Google,5,65.99,5,25,0,0.0762,0.0765,-0.0002,4826,0
Next_3240,Instagram,2,199.47,3,13,0,0.0808,0.081,-0.0003,4827,0
Next_3817,Google,2,66.49,6,1,0,0.0131,0.0133,-0.0003,4828,0
Next_2589,Google,1,140.97,5,10,0,0.0163,0.0165,-0.0003,4829,0
Next_3668,Google,1,72.49,4,2,0,0.0146,0.0149,-0.0003,4830,0
Next_4063,Google,3,78.49,4,17,0,0.0414,0.0417,-0.0003,4831,0
Next_3015,Google,1,125.98,2,18,0,0.0356,0.0359,-0.0003,4832,0
Next_5422,Google,1,135.98,7,1,0,0.0084,0.0087,-0.0003,4833,0
Next_2646,Google,1,62.99,3,4,0,0.0186,0.0189,-0.0003,4834,0
Next_3777,Facebook,4,58.99,5,7,0,0.0508,0.0511,-0.0003,4835,0
Next_950,Google,2,51.99,5,2,0,0.016,0.0163,-0.0003,4836,0
Next_3455,Facebook,2,123.98,5,4,0,0.0274,0.0277,-0.0003,4837,0
Next_4804,Facebook,1,135.98,3,6,0,0.0316,0.0319,-0.0003,4838,0
Next_2325,Google,3,53.49,7,2,0,0.0149,0.0152,-0.0003,4839,0
Next_639,Google,2,60.49,2,14,0,0.0403,0.0406,-0.0003,4840,0
Next_1017,Google,1,68.49,4,1,0,0.0141,0.0144,-0.0003,4841,0
Next_1270,Google,2,55.99,0,20,0,0.0684,0.0687,-0.0003,4842,0
Next_4003,Google,1,166.98,7,6,0,0.01,0.0104,-0.0003,4843,0
Next_2220,Google,1,45.49,1,8,0,0.0299,0.0303,-0.0003,4844,0
Next_5804,Google,1,36.99,0,10,0,0.0379,0.0383,-0.0004,4845,0
Next_5551,Google,1,101.98,5,2,0,0.0123,0.0127,-0.0004,4846,0
Next_3047,Google,1,72.99,4,1,0,0.0141,0.0145,-0.0004,4847,0
Next_972,Instagram,6,57.99,4,13,0,0.1781,0.1785,-0.0004,4848,0
Next_4886,Google,3,54.99,1,23,0,0.0824,0.0828,-0.0004,4849,0
Next_5375,Facebook,2,71.99,3,2,0,0.0357,0.0362,-0.0004,4850,0
Next_3778,Facebook,2,94.98,0,16,0,0.0928,0.0933,-0.0004,4851,0
Next_677,Google,3,74.99,4,16,0,0.04,0.0404,-0.0004,4852,0
Next_1331,Facebook,3,145.98,7,7,0,0.0281,0.0286,-0.0004,4853,0
Next_1723,Facebook,4,70.49,6,5,0,0.0403,0.0407,-0.0005,4854,0
Next_3526,Facebook,3,57.99,4,3,0,0.0405,0.041,-0.0005,4855,0
Next_1797,Facebook,4,56.49,3,13,0,0.0856,0.0861,-0.0005,4856,0
Next_1989,Google,3,61.49,5,10,0,0.0275,0.028,-0.0005,4857,0
Next_354,Facebook,1,129.98,2,8,0,0.04,0.0405,-0.0005,4858,0
Next_1488,Google,4,51.99,4,19,0,0.0572,0.0576,-0.0005,4859,0
Next_1359,Google,2,51.99,0,19,0,0.0661,0.0667,-0.0005,4860,0
Next_2425,Google,4,69.99,7,11,0,0.0264,0.027,-0.0006,4861,0
Next_2210,Google,4,59.99,6,13,0,0.0335,0.0341,-0.0006,4862,0
Next_3788,Google,1,46.49,0,11,0,0.0392,0.0398,-0.0006,4863,0
Next_1656,Google,3,55.99,3,16,0,0.0472,0.0478,-0.0006,4864,0
Next_5079,Google,3,63.99,6,6,0,0.0202,0.0208,-0.0006,4865,0
Next_251,Facebook,5,59.49,3,20,0,0.1357,0.1363,-0.0006,4866,0
Next_1518,Google,2,113.98,7,2,0,0.0114,0.012,-0.0006,4867,0
Next_3122,Instagram,8,78.99,5,26,0,0.3306,0.3312,-0.0006,4868,0
Next_2908,Facebook,4,60.49,4,10,0,0.0661,0.0668,-0.0006,4869,0
Next_5069,Instagram,3,146.98,2,14,0,0.1241,0.1247,-0.0007,4870,0
Next_1601,Google,5,66.49,6,21,0,0.0568,0.0574,-0.0007,4871,0
Next_4181,Google,4,47.99,4,18,0,0.0553,0.0559,-0.0007,4872,0
Next_650,Google,1,121.98,4,8,0,0.018,0.0186,-0.0007,4873,0
Next_593,Google,2,117.98,3,19,0,0.0404,0.0411,-0.0007,4874,0
Next_1355,Google,2,54.99,2,12,0,0.0376,0.0383,-0.0007,4875,0
Next_5870,Google,1,53.49,2,4,0,0.022,0.0227,-0.0007,4876,0
Next_178,Google,2,62.99,5,1,0,0.0155,0.0162,-0.0007,4877,0
Next_443,Facebook,1,111.98,1,8,0,0.0472,0.0479,-0.0007,4878,0
Next_4765,Facebook,2,145.98,6,2,0,0.0215,0.0222,-0.0007,4879,0
Next_2953,Google,1,59.49,1,9,0,0.0309,0.0317,-0.0007,4880,0
Next_4818,Facebook,1,115.98,3,1,0,0.0266,0.0273,-0.0007,4881,0
Next_2614,Google,2,123.98,5,12,0,0.0227,0.0234,-0.0007,4882,0
Next_5412,Google,2,61.99,4,5,0,0.0211,0.0218,-0.0008,4883,0
Next_5491,Google,2,130.98,3,21,0,0.0432,0.044,-0.0008,4884,0
Next_2987,Facebook,2,169.96,2,21,0,0.0795,0.0802,-0.0008,4885,0
Next_4898,Instagram,7,133.98,1,4,1,0.6146,0.6154,-0.0008,4886,0
Next_4261,Facebook,2,112.98,4,4,0,0.0323,0.0331,-0.0008,4887,0
Next_5506,Google,3,70.99,3,18,0,0.0505,0.0513,-0.0008,4888,0
Next_3636,Google,3,49.49,0,25,0,0.1028,0.1036,-0.0008,4889,0
Next_4178,Google,6,56.49,6,26,0,0.0859,0.0868,-0.0008,4890,0
Next_869,Facebook,4,68.99,2,18,0,0.1173,0.1182,-0.0008,4891,0
Next_4501,Facebook,4,58.99,6,2,0,0.0363,0.0372,-0.0008,4892,0
Next_2722,Facebook,1,135.98,2,8,0,0.04,0.0408,-0.0008,4893,0
Next_4933,Google,1,176.97,4,17,0,0.0245,0.0254,-0.0009,4894,0
Next_2481,Google,2,70.99,1,18,0,0.0543,0.0552,-0.0009,4895,0
Next_2661,Google,1,41.99,2,1,0,0.0198,0.0207,-0.0009,4896,0
Next_5038,Google,3,58.99,4,12,0,0.0349,0.0357,-0.0009,4897,0
Next_247,Google,4,119.98,5,26,0,0.0613,0.0622,-0.0009,4898,0
Next_3314,Facebook,2,59.49,1,6,0,0.0569,0.0578,-0.0009,4899,0
Next_3939,Facebook,4,60.99,5,6,0,0.0491,0.05,-0.0009,4900,0
Next_1921,Google,2,87.49,2,17,0,0.0445,0.0454,-0.0009,4901,0
Next_230,Instagram,6,68.99,2,21,0,0.289,0.2899,-0.0009,4902,0
Next_2198,Instagram,3,63.99,0,7,0,0.1352,0.1361,-0.0009,4903,0
Next_1678,Google,2,45.99,4,1,0,0.0183,0.0193,-0.0009,4904,0
Next_4061,Google,3,74.99,7,1,0,0.0143,0.0152,-0.0009,4905,0
Next_5210,Google,2,76.49,2,15,0,0.0416,0.0426,-0.0009,4906,0
Next_3414,Google,1,182.97,5,13,0,0.018,0.019,-0.001,4907,0
Next_608,Google,4,55.99,6,11,0,0.0312,0.0322,-0.001,4908,0
Next_5946,Facebook,1,63.99,0,3,0,0.047,0.048,-0.001,4909,0
Next_5949,Google,1,122.97,3,11,0,0.0236,0.0246,-0.001,4910,0
Next_1197,Google,3,100.98,5,15,0,0.0327,0.0336,-0.001,4911,0
Next_5331,Google,3,76.99,7,1,0,0.0143,0.0153,-0.001,4912,0
Next_4621,Facebook,3,60.49,4,2,0,0.0391,0.0401,-0.001,4913,0
Next_5268,Google,3,83.99,4,16,0,0.04,0.0409,-0.001,4914,0
Next_373,Google,1,148.47,4,11,0,0.0199,0.0209,-0.001,4915,0
Next_3273,Google,2,68.99,4,5,0,0.0211,0.0221,-0.001,4916,0
Next_3634,Google,1,46.49,2,1,0,0.0198,0.0208,-0.001,4917,0
Next_5454,Facebook,1,98.98,1,5,0,0.0426,0.0436,-0.001,4918,0
Next_3056,Google,1,151.98,3,16,0,0.0281,0.0291,-0.001,4919,0
Next_2310,Facebook,1,121.98,2,5,0,0.0361,0.0371,-0.001,4920,0
Next_107,Instagram,5,134.97,5,15,0,0.1299,0.131,-0.001,4921,0
Next_3323,Google,3,67.99,4,13,0,0.0361,0.0371,-0.0011,4922,0
Next_1231,Google,3,85.99,3,20,0,0.054,0.055,-0.0011,4923,0
Next_2886,Google,1,185.97,6,7,0,0.0123,0.0134,-0.0011,4924,0
Next_5568,Google,3,58.49,6,2,0,0.0176,0.0186,-0.0011,4925,0
Next_2234,Google,2,211.47,6,22,0,0.027,0.0281,-0.0011,4926,0
Next_2495,Referral,7,59.99,1,19,0,0.4862,0.4873,-0.0011,4927,0
Next_4157,Facebook,1,164.97,4,4,0,0.0249,0.0259,-0.0011,4928,0
Next_3897,Google,3,136.98,5,21,0,0.0401,0.0412,-0.0011,4929,0
Next_4412,Google,2,55.99,2,11,0,0.0363,0.0374,-0.0011,4930,0
Next_587,Google,2,119.98,4,14,0,0.0288,0.0298,-0.0011,4931,0
Next_1358,Google,1,123.98,2,15,0,0.0321,0.0332,-0.0011,4932,0
Next_5310,Google,1,66.49,0,13,0,0.0419,0.043,-0.0011,4933,0
Next_3559,Google,2,73.99,1,18,0,0.0543,0.0554,-0.0011,4934,0
Next_4946,Google,2,120.98,6,4,0,0.0144,0.0156,-0.0011,4935,0
Next_1673,Google,3,60.99,6,2,0,0.0176,0.0187,-0.0011,4936,0
Next_632,Google,2,73.99,2,14,0,0.0402,0.0414,-0.0011,4937,0
Next_2342,Google,4,53.99,4,18,0,0.0552,0.0564,-0.0012,4938,0
Next_3911,Facebook,5,66.49,6,10,0,0.0614,0.0626,-0.0012,4939,0
Next_571,Google,1,50.49,0,10,0,0.0378,0.039,-0.0012,4940,0
Next_4807,Instagram,4,126.98,2,17,0,0.1708,0.172,-0.0012,4941,0
Next_1042,Google,2,151.98,5,15,0,0.0251,0.0263,-0.0012,4942,0
Next_4274,Google,2,91.99,5,3,0,0.0165,0.0177,-0.0012,4943,0
Next_4745,Google,2,51.99,1,14,0,0.0475,0.0487,-0.0012,4944,0
Next_5502,Google,1,111.98,4,2,0,0.0145,0.0157,-0.0012,4945,0
Next_5007,Google,3,82.99,6,6,0,0.0202,0.0214,-0.0012,4946,0
Next_5413,Google,2,149.98,4,19,0,0.0341,0.0353,-0.0012,4947,0
Next_4528,Google,2,133.98,4,16,0,0.0308,0.032,-0.0012,4948,0
Next_4788,Instagram,3,265.96,6,19,0,0.0779,0.0791,-0.0013,4949,0
Next_4590,Google,6,59.99,6,26,0,0.0859,0.0872,-0.0013,4950,0
Next_1076,Google,1,151.98,4,10,0,0.0192,0.0205,-0.0013,4951,0
Next_988,Referral,2,175.47,0,8,0,0.1658,0.1671,-0.0013,4952,0
Next_3906,Google,2,102.98,4,10,0,0.025,0.0263,-0.0013,4953,0
Next_1440,Google,1,57.99,0,11,0,0.0391,0.0404,-0.0013,4954,0
Next_3132,Facebook,3,54.49,2,8,0,0.0665,0.0678,-0.0013,4955,0
Next_3023,Google,2,58.99,1,15,0,0.0491,0.0504,-0.0013,4956,0
Next_4331,Google,1,71.99,1,9,0,0.0309,0.0322,-0.0013,4957,0
Next_4030,Google,2,49.49,2,9,0,0.0339,0.0352,-0.0013,4958,0
Next_2803,Google,1,88.98,3,2,0,0.0172,0.0186,-0.0013,4959,0
Next_432,Google,1,58.99,0,11,0,0.0391,0.0405,-0.0013,4960,0
Next_4189,Google,2,38.99,2,7,0,0.0316,0.033,-0.0014,4961,0
Next_5615,Google,1,66.99,2,3,0,0.0212,0.0225,-0.0014,4962,0
Next_5596,Google,1,123.98,2,14,0,0.031,0.0324,-0.0014,4963,0
Next_4965,Google,1,72.99,1,9,0,0.0309,0.0323,-0.0014,4964,0
Next_4301,Instagram,2,147.98,1,10,0,0.1005,0.1018,-0.0014,4965,0
Next_5646,Google,4,54.99,7,4,0,0.0207,0.0221,-0.0014,4966,0
Next_5770,Google,4,62.99,5,15,0,0.0423,0.0437,-0.0014,4967,0
Next_48,Google,3,73.49,2,21,0,0.0656,0.0671,-0.0014,4968,0
Next_1391,Google,2,133.98,6,4,0,0.0144,0.0158,-0.0014,4969,0
Next_3627,Google,2,66.99,0,20,0,0.0683,0.0697,-0.0014,4970,0
Next_554,Google,5,64.49,6,19,0,0.053,0.0545,-0.0015,4971,0
Next_3608,Google,2,106.98,2,19,0,0.0476,0.0491,-0.0015,4972,0
Next_4602,Google,1,53.99,1,5,0,0.0269,0.0284,-0.0015,4973,0
Next_772,Facebook,3,61.99,3,5,0,0.0511,0.0526,-0.0015,4974,0
Next_747,Google,3,85.49,3,19,0,0.0521,0.0536,-0.0015,4975,0
Next_4378,Google,1,55.99,0,10,0,0.0378,0.0393,-0.0015,4976,0
Next_1859,Google,1,70.99,2,3,0,0.0212,0.0227,-0.0015,4977,0
Next_3518,Facebook,2,203.97,4,18,0,0.052,0.0535,-0.0015,4978,0
Next_4286,Facebook,5,70.99,7,6,0,0.0456,0.0471,-0.0015,4979,0
Next_5717,Google,3,55.49,4,9,0,0.0314,0.033,-0.0016,4980,0
Next_3967,Google,1,181.47,5,8,0,0.0151,0.0166,-0.0016,4981,0
Next_2688,Google,1,60.99,1,6,0,0.0278,0.0294,-0.0016,4982,0
Next_1865,Instagram,3,267.96,7,15,0,0.058,0.0596,-0.0016,4983,0
Next_5709,Google,1,117.98,2,12,0,0.0289,0.0305,-0.0016,4984,0
Next_3083,Instagram,4,107.98,1,17,0,0.1968,0.1984,-0.0016,4985,0
Next_3259,Google,3,52.99,5,3,0,0.0215,0.0231,-0.0016,4986,0
Next_3090,Google,3,72.49,4,12,0,0.0348,0.0364,-0.0016,4987,0
Next_4478,Google,2,86.98,2,15,0,0.0416,0.0432,-0.0016,4988,0
Next_1625,Google,2,45.99,3,2,0,0.0224,0.0241,-0.0016,4989,0
Next_1199,Google,2,107.98,5,3,0,0.0165,0.0182,-0.0016,4990,0
Next_4604,Google,2,60.49,2,10,0,0.035,0.0367,-0.0016,4991,0
Next_4059,Google,3,57.49,4,9,0,0.0314,0.033,-0.0017,4992,0
Next_575,Facebook,4,67.99,2,17,0,0.1136,0.1153,-0.0017,4993,0
Next_52,Instagram,7,58.99,4,19,0,0.2594,0.2611,-0.0017,4994,0
Next_4679,Google,4,72.49,5,16,0,0.0437,0.0454,-0.0017,4995,0
Next_4624,Google,4,61.99,5,14,0,0.0409,0.0426,-0.0017,4996,0
Next_261,Google,2,105.98,5,2,0,0.0159,0.0176,-0.0017,4997,0
Next_1471,Google,2,71.99,4,1,0,0.0183,0.02,-0.0017,4998,0
Next_2202,Google,2,80.99,4,3,0,0.0196,0.0213,-0.0017,4999,0
Next_1388,Google,1,54.99,1,4,0,0.026,0.0277,-0.0017,5000,0
Next_2964,Google,3,60.99,3,14,0,0.044,0.0458,-0.0017,5001,0
Next_1292,Instagram,5,63.49,2,13,0,0.1896,0.1914,-0.0018,5002,0
Next_2552,Google,1,143.98,3,11,0,0.0236,0.0253,-0.0018,5003,0
Next_952,Google,2,144.98,4,16,0,0.0307,0.0325,-0.0018,5004,0
Next_4041,Google,1,44.99,0,7,0,0.0341,0.0359,-0.0018,5005,0
Next_1415,Google,1,71.49,0,12,0,0.0404,0.0422,-0.0018,5006,0
Next_4381,Google,2,64.49,3,5,0,0.0249,0.0267,-0.0018,5007,0
Next_1732,Google,2,148.47,5,11,0,0.0218,0.0236,-0.0018,5008,0
Next_5116,Google,1,117.98,2,11,0,0.0279,0.0297,-0.0018,5009,0
Next_1793,Facebook,5,58.99,7,3,0,0.0411,0.043,-0.0018,5010,0
Next_4794,Google,1,188.97,5,7,0,0.0145,0.0164,-0.0018,5011,0
Next_4027,Google,2,36.99,0,14,0,0.0559,0.0578,-0.0018,5012,0
Next_65,Facebook,2,161.97,2,18,0,0.0719,0.0738,-0.0019,5013,0
Next_381,Google,1,48.49,1,2,0,0.0242,0.0261,-0.0019,5014,0
Next_2905,Google,1,134.97,4,1,0,0.014,0.0158,-0.0019,5015,0
Next_1413,Facebook,2,133.98,1,17,0,0.0817,0.0836,-0.0019,5016,0
Next_1942,Google,2,64.99,2,10,0,0.035,0.0369,-0.0019,5017,0
Next_5792,Google,1,253.96,6,15,0,0.0162,0.0181,-0.0019,5018,0
Next_2454,Google,3,65.99,5,4,0,0.0223,0.0242,-0.0019,5019,0
Next_1982,Instagram,5,56.99,5,1,0,0.0833,0.0852,-0.0019,5020,0
Next_4515,Google,1,57.99,0,9,0,0.0365,0.0384,-0.0019,5021,0
Next_4790,Facebook,3,107.98,4,8,0,0.0479,0.0498,-0.0019,5022,0
Next_4199,Google,3,126.98,6,11,0,0.024,0.0259,-0.0019,5023,0
Next_4632,Google,2,151.98,5,11,0,0.0218,0.0237,-0.0019,5024,0
Next_3501,Instagram,4,124.47,5,5,0,0.0741,0.076,-0.0019,5025,0
Next_5523,Instagram,2,141.98,0,12,0,0.1247,0.1267,-0.002,5026,0
Next_2625,Google,4,52.49,4,16,0,0.0516,0.0535,-0.002,5027,0
Next_197,Instagram,7,57.99,3,22,0,0.3166,0.3185,-0.002,5028,0
Next_4781,Google,3,191.97,1,7,1,0.1899,0.1919,-0.002,5029,0
Next_4932,Google,1,63.99,0,10,0,0.0377,0.0397,-0.002,5030,0
Next_1188,Google,3,67.99,5,4,0,0.0223,0.0243,-0.002,5031,0
Next_1302,Instagram,4,107.98,5,2,0,0.0671,0.0691,-0.002,5032,0
Next_4434,Facebook,5,69.99,2,24,0,0.1769,0.1789,-0.002,5033,0
Next_5195,Google,1,131.98,1,18,0,0.042,0.044,-0.002,5034,0
Next_4969,Google,1,57.49,1,3,0,0.0251,0.0271,-0.002,5035,0
Next_5545,Google,1,179.97,3,17,0,0.029,0.0311,-0.0021,5036,0
Next_139,Google,1,154.47,4,4,0,0.0155,0.0176,-0.0021,5037,0
Next_2951,Google,1,76.49,0,12,0,0.0404,0.0425,-0.0021,5038,0
Next_3818,Google,2,71.99,3,5,0,0.0249,0.027,-0.0021,5039,0
Next_3286,Facebook,2,130.98,0,20,0,0.1053,0.1074,-0.0021,5040,0
Next_674,Google,2,58.99,2,8,0,0.0327,0.0348,-0.0021,5041,0
Next_2349,Google,1,68.99,1,5,0,0.0268,0.029,-0.0021,5042,0
Next_2494,Google,1,59.99,1,3,0,0.025,0.0272,-0.0021,5043,0
Next_555,Google,1,71.99,0,11,0,0.039,0.0412,-0.0021,5044,0
Next_5705,Facebook,1,151.98,2,7,0,0.0385,0.0407,-0.0022,5045,0
Next_1847,Facebook,5,53.99,5,10,0,0.0722,0.0743,-0.0022,5046,0
Next_108,Google,2,59.99,2,8,0,0.0327,0.0349,-0.0022,5047,0
Next_5789,Facebook,7,59.49,6,22,0,0.1463,0.1485,-0.0022,5048,0
Next_3300,Facebook,2,124.98,1,15,0,0.0765,0.0787,-0.0022,5049,0
Next_5752,Google,4,65.99,7,1,0,0.0186,0.0208,-0.0022,5050,0
Next_2787,Instagram,4,182.97,3,22,0,0.1713,0.1735,-0.0022,5051,0
Next_5188,Google,2,209.97,7,7,0,0.0134,0.0156,-0.0022,5052,0
Next_2621,Google,2,95.98,4,3,0,0.0196,0.0218,-0.0022,5053,0
Next_776,Google,1,67.99,0,10,0,0.0377,0.0399,-0.0022,5054,0
Next_2612,Google,1,146.98,3,9,0,0.0219,0.0242,-0.0022,5055,0
Next_3395,Google,3,68.99,4,9,0,0.0313,0.0336,-0.0022,5056,0
Next_3774,Google,2,120.98,1,24,0,0.0662,0.0685,-0.0023,5057,0
Next_2611,Google,3,54.99,2,16,0,0.0555,0.0578,-0.0023,5058,0
Next_741,Google,1,200.97,4,14,0,0.022,0.0243,-0.0023,5059,0
Next_1855,Google,2,143.98,3,19,0,0.0403,0.0426,-0.0023,5060,0
Next_347,Google,1,73.49,1,5,0,0.0268,0.0292,-0.0023,5061,0
Next_843,Google,3,56.99,4,6,0,0.0283,0.0306,-0.0023,5062,0
Next_2366,Instagram,2,119.98,1,4,0,0.0827,0.0851,-0.0023,5063,0
Next_5629,Google,1,100.98,0,16,0,0.0463,0.0486,-0.0024,5064,0
Next_1114,Google,3,60.99,2,17,0,0.0574,0.0597,-0.0024,5065,0
Next_4945,Google,2,48.49,0,15,0,0.0578,0.0601,-0.0024,5066,0
Next_2933,Facebook,4,54.49,5,1,0,0.0414,0.0437,-0.0024,5067,0
